,item_name,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5
1780,Low Sodium Refried Black Beans,Bag of Organic Bananas,Banana,NA,NA,NA
1781,Green Cabbage,Limes,Banana,NA,NA,NA
1782,Organic Cinnamon Harvest Cereal,Banana,Bag of Organic Bananas,Organic Strawberries,NA,NA
1783,Tiny Twists Pretzels,Banana,NA,NA,NA,NA
1784,Carrot Sticks,Banana,NA,NA,NA,NA
1785,Chicken & Apple Breakfast Sausage,Organic Raspberries,Organic Strawberries,Organic Hass Avocado,Banana,Organic Avocado
1786,Cannellini Beans,Banana,NA,NA,NA,NA
1787,Sharp Cheddar Thick Slices Cheese,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana,NA
1788,Organic Lentil Soup,Organic Avocado,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Banana
1789,Frozen Breaded Bagged Chicken Nuggets,Banana,NA,NA,NA,NA
1790,Mixed Grapes,Banana,Bag of Organic Bananas,NA,NA,NA
1791,Organic Gluten Free Buckwheat Wildberry Waffles,Organic Strawberries,Bag of Organic Bananas,Organic Hass Avocado,Organic Baby Spinach,Banana
1792,Whole Wheat Tandoori Naan,Organic Avocado,Organic Baby Spinach,Organic Hass Avocado,Organic Strawberries,Bag of Organic Bananas
1793,Natural Jif Creamy Peanut Butter Spread,Banana,NA,NA,NA,NA
1794,Chocolate Chip Cookie Dough Bar,Banana,NA,NA,NA,NA
1795,Sausage Buns,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1796,Organic Sprouted English Muffin,Organic Hass Avocado,Organic Baby Spinach,Bag of Organic Bananas,Organic Strawberries,Organic Avocado
1797,Flavor Variety Instant Oatmeal,Banana,NA,NA,NA,NA
1798,Sweet Baguette,Organic Raspberries,Organic Strawberries,Organic Hass Avocado,Bag of Organic Bananas,Banana
1799,100% Pure Pumpkin,Organic Yellow Onion,Large Lemon,Organic Garlic,Limes,Organic Baby Spinach
1800,Sesame Street Organic Mini Blueberry Pancakes,Banana,Bag of Organic Bananas,NA,NA,NA
1801,Little Yums Pumpkin and Banana Teething Wafers,Banana,NA,NA,NA,NA
1802,Broccolini,Banana,NA,NA,NA,NA
1803,Boneless Skinless Chicken Thighs,Yellow Onions,Cucumber Kirby,Limes,Organic Whole Milk,Banana
1804,Organic Chicken & Vegetable Potstickers,Bag of Organic Bananas,NA,NA,NA,NA
1805,Organic Free Range Grade A Large Brown Eggs,Bag of Organic Bananas,Banana,NA,NA,NA
1806,Minced Garlic,Large Lemon,Organic Avocado,Organic Baby Spinach,Banana,NA
1807,Organic Quinoa Dark Chocolate Bar,Bag of Organic Bananas,Banana,NA,NA,NA
1808,Organic  Sweet & Salty Peanut Pretzel Granola Bars,Banana,NA,NA,NA,NA
1809,Light Multi-Grain English Muffins,Banana,NA,NA,NA,NA
1810,Almond Meal/Flour,Organic Hass Avocado,Organic Baby Spinach,Bag of Organic Bananas,Organic Strawberries,Banana
1811,Hearty Grains 100% Whole Wheat English Muffins,Banana,NA,NA,NA,NA
1812,"Trop50 No Pulp Orange Juice w/ Calcium + Vitamin D, 50% Less Sugar & Calories",Banana,NA,NA,NA,NA
1813,Mini Babybel Mozzarella Cheese,Banana,NA,NA,NA,NA
1814,Pearled Couscous Original Plain,Banana,NA,NA,NA,NA
1815,Pomegranate Blueberry Pistachio Plus Antioxidants Fruit & Nut Bar,Banana,NA,NA,NA,NA
1816,Wheat English Muffins,Banana,Bag of Organic Bananas,Organic Strawberries,Organic Baby Spinach,NA
1817,Cool Mint Chocolate,Banana,NA,NA,NA,NA
1818,Thin Stackers Brown Rice Lightly Salted,Bag of Organic Bananas,Banana,NA,NA,NA
1819,Organic Tomato Basil Sauce,Organic Hass Avocado,Organic Strawberries,Bag of Organic Bananas,Organic Baby Spinach,Organic Avocado
1820,"Muffins, Mini, Flax, Chocolate Brownie",Bag of Organic Bananas,Banana,NA,NA,NA
1821,Chocolate Whole Grain Graham Snacks Bunny Grahams,Banana,NA,NA,NA,NA
1822,Organic Capellini,Organic Strawberries,Bag of Organic Bananas,NA,NA,NA
1823,Mexican Style Four Cheese Shredded Cheese,Banana,NA,NA,NA,NA
1824,Organic Grade A Large Brown Eggs,Organic Avocado,Cucumber Kirby,Large Lemon,Red Vine Tomato,Honeycrisp Apple
1825,Organic Gluten Free Sea Salt by the Seashore Multigrain Tortilla Chips,Bag of Organic Bananas,NA,NA,NA,NA
1826,Organic Hass Avocado Bag,Bag of Organic Bananas,NA,NA,NA,NA
1827,French Baguette Bread,Bag of Organic Bananas,NA,NA,NA,NA
1828,Boniato Sweet Potato,Banana,NA,NA,NA,NA
1829,Traditional Refried Beans,Organic Hass Avocado,Organic Strawberries,Bag of Organic Bananas,Banana,NA
1830,Organic Ezekiel 4:9 Sesame Bread,Organic Avocado,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Banana
1831,Cheese Puffs Original,Bag of Organic Bananas,Organic Strawberries,Banana,NA,NA
1832,Organic Canola Oil,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Organic Baby Spinach,Banana
1833,Lower Sugar Instant Oatmeal  Variety,Banana,NA,NA,NA,NA
1834,Organic Cinnamon Apple Chips,Bag of Organic Bananas,Banana,NA,NA,NA
1835,Apple Peach Oatmeal Stage 2,Banana,NA,NA,NA,NA
1836,Gluten Free Breaded Chicken Breast Tenders,Organic Strawberries,Banana,Bag of Organic Bananas,NA,NA
1837,Toasted Pine Nut Couscous Mix,Banana,NA,NA,NA,NA
1838,Pretzel Rods,Banana,NA,NA,NA,NA
1839,Multi Grain Sandwich Thins,Banana,NA,NA,NA,NA
1840,Veganic Sprouted Brown Rice Cacao Crisps,Bag of Organic Bananas,NA,NA,NA,NA
1841,Part Skim Ricotta Cheese,Organic Baby Spinach,Organic Strawberries,Banana,Bag of Organic Bananas,NA
1842,Newman O's Creme Filled Chocolate Cookies,Bag of Organic Bananas,Organic Strawberries,Organic Hass Avocado,Banana,NA
1843,Dark Chocolate Covered Banana,Organic Avocado,Banana,Bag of Organic Bananas,Organic Strawberries,NA
1844,String Cheese,Banana,NA,NA,NA,NA
1845,Mixed Vegetables,Banana,NA,NA,NA,NA
1846,Organic Large Grade A Brown Eggs,100% Whole Wheat Bread,Large Lemon,Organic Whole Milk,Banana,Bag of Organic Bananas
1847,Turkey Franks,Banana,NA,NA,NA,NA
1848,"Light, Very Vanilla",Banana,NA,NA,NA,NA
1849,Sesame Roasted Seaweed Snacks,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1850,Mini Chocolate Chunk Cookies,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1851,Organic Hemp Plus Granola Cereal,Bag of Organic Bananas,Banana,NA,NA,NA
1852,Gluten-Free Supergrain Pasta Organic Corn & Quinoa Blend Penne,Bag of Organic Bananas,Banana,NA,NA,NA
1853,"Prosciutto, Americano",Organic Avocado,Organic Strawberries,Organic Hass Avocado,Banana,Bag of Organic Bananas
1854,Organic Pumpkin Puree,Organic Baby Spinach,Bag of Organic Bananas,NA,NA,NA
1855,Ultra Thin Sliced Provolone Cheese,Banana,NA,NA,NA,NA
1856,Organic Light Agave Nectar,Organic Hass Avocado,Organic Baby Spinach,Bag of Organic Bananas,Organic Strawberries,Banana
1857,Sweet Cream Salted Butter,Strawberries,Banana,NA,NA,NA
1858,Green Peas No Salt Added,Organic Baby Spinach,Banana,NA,NA,NA
1859,Morning Oat Crunch,Organic Strawberries,Banana,Bag of Organic Bananas,NA,NA
1860,Oats & Chocolate Chewy Bars,Banana,NA,NA,NA,NA
1861,Natural Chicken & Maple Breakfast Sausage Patty,Organic Strawberries,Organic Hass Avocado,Organic Avocado,Bag of Organic Bananas,Organic Baby Spinach
1862,Restaurant Style Organic Chia & Quinoa Tortilla Chips,Bag of Organic Bananas,Organic Hass Avocado,Organic Strawberries,Banana,NA
1863,Acorn Squash,Banana,NA,NA,NA,NA
1864,Special K Red Berries Cereal,Banana,NA,NA,NA,NA
1865,Barbeque Potato Chips,Bag of Organic Bananas,NA,NA,NA,NA
1866,Organic Greek Plain Lowfat Yogurt,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1867,Butternut Squash Pear Stage 2 Baby Food,Banana,NA,NA,NA,NA
1868,Lemon Verbena Hand Soap,Organic Hass Avocado,Organic Strawberries,Bag of Organic Bananas,Banana,Organic Baby Spinach
1869,Authentic French Brioche Rolls,Bag of Organic Bananas,NA,NA,NA,NA
1870,Almond Nut & Rice Cracker Snacks,Apple Honeycrisp Organic,Organic Hass Avocado,Banana,Organic Avocado,Organic Strawberries
1871,Brownberry Natural Wheat Bread,Banana,NA,NA,NA,NA
1872,All Natural Maple Almond Butter,Banana,NA,NA,NA,NA
1873,Pomegranate Arils,Bag of Organic Bananas,Banana,NA,NA,NA
1874,Reduced Fat Creamy Peanut Butter Spread,Banana,NA,NA,NA,NA
1875,Mini Sweet Peppers,Banana,NA,NA,NA,NA
1876,Organic SprouTofu Super Firm Tofu,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Banana,NA
1877,Organic Mango Slices,Bag of Organic Bananas,NA,NA,NA,NA
1878,Peanut Butter Dark Chocolate + Protein Bar,Banana,Bag of Organic Bananas,NA,NA,NA
1879,Broccoli Floret,Banana,NA,NA,NA,NA
1880,Ezekiel 4:9 Flax Sprouted Grain Bread,Bag of Organic Bananas,NA,NA,NA,NA
1881,Black Forest Ham,Bag of Organic Bananas,Banana,NA,NA,NA
1882,Saltine Crackers,Organic Whole Milk,Banana,Organic Strawberries,Organic Avocado,Bag of Organic Bananas
1883,Go Lean Cereal,Banana,Bag of Organic Bananas,NA,NA,NA
1884,Special Reserve Extra Sharp Cheddar Cheese,Organic Hass Avocado,Organic Raspberries,Organic Whole Milk,Limes,Bag of Organic Bananas
1885,Lean Ground Turky,Banana,NA,NA,NA,NA
1886,Organic All Stars Pasta In Tomato & Cheese Sauce,Banana,NA,NA,NA,NA
1887,Organic SprouTofu Silken Tofu,Bag of Organic Bananas,NA,NA,NA,NA
1888,Organic Red Grape Tomato,Banana,NA,NA,NA,NA
1889,"Friends Honey, Chocolate & Chocolate Chip Bunny Grahams Whole Grain Snacks",Banana,NA,NA,NA,NA
1890,Organic Promise Strawberry Fields Cereal,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1891,Lactose Free Cream Cheese,Bag of Organic Bananas,NA,NA,NA,NA
1892,Organic Vegetarian Mild Refried Beans With Green Chiles,Banana,NA,NA,NA,NA
1893,0% Fat Organic Greek Vanilla Yogurt,Banana,NA,NA,NA,NA
1894,Beef Franks,Strawberries,Banana,NA,NA,NA
1895,Cheese Pizza Snacks,Organic Raspberries,Organic Strawberries,Bag of Organic Bananas,Banana,Organic Hass Avocado
1896,Tuscan Kale & Quinoa Salad,Bag of Organic Bananas,Banana,NA,NA,NA
1897,Non-Fat Vanilla Blended Greek Yogurt,Banana,NA,NA,NA,NA
1898,Organic Beef Bone Broth,Bag of Organic Bananas,NA,NA,NA,NA
1899,Quick Cooking Rolled Oats Irish Oatmeal,Banana,Bag of Organic Bananas,NA,NA,NA
1900,Sprouted Whole Wheat Bread,Bag of Organic Bananas,Organic Hass Avocado,Banana,NA,NA
1901,Wild Sockeye Salmon,Bag of Organic Bananas,Banana,NA,NA,NA
1902,Total 0% Cherry Nonfat Yogurt,Banana,NA,NA,NA,NA
1903,Kefir Cultured Strawberry Milk Drink,Banana,NA,NA,NA,NA
1904,Plain Non-Fat Greek Yogurt,Banana,NA,NA,NA,NA
1905,Organic Brown Rice Crisps Cereal,Bag of Organic Bananas,NA,NA,NA,NA
1906,Old Fashioned Rolled Oats,Banana,NA,NA,NA,NA
1907,Original Instant Oatmeal,Organic Raspberries,Bag of Organic Bananas,Organic Hass Avocado,Organic Whole Milk,Banana
1908,"French Baguettes, Take & Bake, Twin Pack",Bag of Organic Bananas,Banana,NA,NA,NA
1909,Sweet & Salty Nut Peanut Granola Bars,Banana,NA,NA,NA,NA
1910,Macaroni & Cheese Dinner Original Flavor,Strawberries,Banana,NA,NA,NA
1911,Four Fruits Preserves,Banana,NA,NA,NA,NA
1912,Large Grade AA Cage Free Eggs,Banana,NA,NA,NA,NA
1913,Potato Puffs with Roasted Garlic and Cracked Black Pepper,Banana,NA,NA,NA,NA
1914,Traditional Favorites Tomato & Basil Pasta Sauce,Banana,NA,NA,NA,NA
1915,Spinach and Arugula Salad,Banana,NA,NA,NA,NA
1916,Organic Ranch Dressing,Bag of Organic Bananas,NA,NA,NA,NA
1917,Multigrain Sandwich Bread,Bag of Organic Bananas,NA,NA,NA,NA
1918,Olive Hummus,Banana,NA,NA,NA,NA
1919,Honey Turkey Breast,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1920,Salted Sweet Cream Butter,Organic Whole Milk,Organic Strawberries,Organic Hass Avocado,Bag of Organic Bananas,Banana
1921,Lowfat Raspberry Kefir Probiotic Cultured Milk Smoothie,Banana,NA,NA,NA,NA
1922,Organic Soba,Bag of Organic Bananas,NA,NA,NA,NA
1923,Rosemary Ham,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana,NA
1924,Natural Bliss Salted Caramel Flavor All-Natural Coffee Creamer,Banana,NA,NA,NA,NA
1925,Applewood Smoked Turkey Breast,Bag of Organic Bananas,Organic Baby Spinach,Organic Strawberries,Banana,NA
1926,Cage Free  100% Liquid Egg Whites,Organic Baby Spinach,Organic Avocado,Banana,Organic Strawberries,Bag of Organic Bananas
1927,Asian Pears,Banana,NA,NA,NA,NA
1928,Baby Spring Mix,Banana,Bag of Organic Bananas,NA,NA,NA
1929,Vanilla Greek Yogurt 0% Fat,Banana,NA,NA,NA,NA
1930,Beyond Beef Beefy Crumble,Organic Baby Spinach,Bag of Organic Bananas,Banana,NA,NA
1931,Coconut Chocolate Chip,Banana,NA,NA,NA,NA
1932,Soy Free Buttery Spread with Olive Oil,Bag of Organic Bananas,Banana,NA,NA,NA
1933,Elbow Macaroni Pasta,Banana,NA,NA,NA,NA
1934,Roasted Chicken Breast,Banana,NA,NA,NA,NA
1935,All Natural No Stir Creamy Almond Butter,Bag of Organic Bananas,Banana,NA,NA,NA
1936,Organic Large Grade A Eggs,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1937,All Natural Marinara Pasta Sauce,Banana,Organic Strawberries,Bag of Organic Bananas,NA,NA
1938,Creamy Deluxe Macaroni Dinner Elbows & Four Cheese Sauce,Banana,Bag of Organic Bananas,NA,NA,NA
1939,Organic Apple Slices,Organic Strawberries,Bag of Organic Bananas,Banana,Organic Hass Avocado,Organic Baby Spinach
1940,Brown Eggs,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1941,Whole Natural Value Pack Almonds,Banana,NA,NA,NA,NA
1942,Plain Pre-Sliced Bagel Thins,Banana,NA,NA,NA,NA
1943,Strawberry and Banana Fruit Puree,Bag of Organic Bananas,Banana,NA,NA,NA
1944,Cherubs Tomatoes,Banana,NA,NA,NA,NA
1945,Organic Frosted Flakes Cereal,Bag of Organic Bananas,Banana,NA,NA,NA
1946,Organic White Bread Done Right,Bag of Organic Bananas,Banana,NA,NA,NA
1947,Creamy Deluxe Shells & Real Aged Cheddar Sauce,Banana,Organic Strawberries,Bag of Organic Bananas,NA,NA
1948,"Breaded Chicken Breast Nuggets, Gluten Free",Banana,NA,NA,NA,NA
1949,Semi-Sweet Mini Chocolate Chips,Organic Hass Avocado,Organic Strawberries,Bag of Organic Bananas,Banana,NA
1950,"Country Stand Juice, Medium Pulp",Banana,NA,NA,NA,NA
1951,Fudge Mint Cookies,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1952,Wholesome Breakfast Blueberry Banana,Banana,Bag of Organic Bananas,NA,NA,NA
1953,Whole Grains Oatnut Bread,Banana,NA,NA,NA,NA
1954,Pure Organic Pineapple Juice,Bag of Organic Bananas,NA,NA,NA,NA
1955,Orange Calcium & Vitamin D Pulp Free,Banana,Strawberries,Organic Raspberries,Organic Strawberries,Large Lemon
1956,Large Brown Eggs,Organic Avocado,Yellow Onions,Banana,Organic Whole Milk,Organic Fuji Apple
1957,Steel Cut Oats,Organic Baby Spinach,Organic Hass Avocado,Organic Strawberries,Banana,Bag of Organic Bananas
1958,Dairy Free Unsweetened Vanilla Coconut Milk,Organic Baby Spinach,Bag of Organic Bananas,Banana,NA,NA
1959,Snack Pack Mini Classic,Banana,NA,NA,NA,NA
1960,White Chocolate Macadamia Nut Energy Bar,Banana,Bag of Organic Bananas,NA,NA,NA
1961,Yogurt Pretzels,Bag of Organic Bananas,Banana,NA,NA,NA
1962,Organic Graham Crunch Cereal,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1963,Organic Extra Large Brown Eggs,Organic Avocado,Organic Whole Milk,Large Lemon,Organic Garlic,Bag of Organic Bananas
1964,Cinnamon & Spice Instant Oatmeal,Banana,NA,NA,NA,NA
1965,Villagio Marzano Heavenly Tomatoes,Banana,NA,NA,NA,NA
1966,Garlic & Fine Herbs Gournay Cheese,Large Lemon,Organic Garlic,Organic Raspberries,Organic Hass Avocado,Organic Whole Milk
1967,Salted Peanut Butter Filled Pretzels,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1968,Organic Vanilla Chip Chewy Granola,Banana,Bag of Organic Bananas,NA,NA,NA
1969,Cinnamon Swirl Raisin Bread,Banana,NA,NA,NA,NA
1970,Chocolate Lowfat Milk,Banana,Organic Strawberries,Bag of Organic Bananas,NA,NA
1971,Organic Promise Autumn Wheat Cereal,Banana,Bag of Organic Bananas,NA,NA,NA
1972,"Organic Gala Apples, Bag",Banana,Bag of Organic Bananas,NA,NA,NA
1973,Organic Gluten Free Quinoa Spaghetti,Bag of Organic Bananas,Banana,NA,NA,NA
1974,Raisin Bran Crunch Cereal,Banana,NA,NA,NA,NA
1975,Kitchen Scrubber Sponge,Bag of Organic Bananas,NA,NA,NA,NA
1976,Homestyle Breaded Chicken Breast Tenders,Bag of Organic Bananas,Banana,NA,NA,NA
1977,Potato Chips Sweet Potato,Bag of Organic Bananas,NA,NA,NA,NA
1978,Farfalle No. 93,Organic Strawberries,Banana,Bag of Organic Bananas,NA,NA
1979,Organic Pumpkin,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Organic Strawberries,Banana
1980,Honey Bunches of Oats Honey Roasted with Almonds Cereal,Banana,NA,NA,NA,NA
1981,Lemongrass Citrus Scent Disinfecting Wipes,Bag of Organic Bananas,Organic Hass Avocado,Organic Strawberries,Banana,NA
1982,Steamfresh Premium Selects Broccoli Florets,Banana,NA,NA,NA,NA
1983,Mini Babybel Light Semisoft Edam Cheeses,Organic Raspberries,Banana,Bag of Organic Bananas,Organic Hass Avocado,Organic Strawberries
1984,Sea Salt Potato Chips,Half & Half,Organic Large Extra Fancy Fuji Apple,Organic Hass Avocado,Organic Half & Half,Organic Whole Milk
1985,Organic Lentil Vegetable Soup,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Banana,NA
1986,Pirate's Booty Aged White Cheddar Baked Rice and Corn Puffs,Banana,NA,NA,NA,NA
1987,Organic Beans & Rice Cheddar Cheese Burrito,Organic Whole Milk,Banana,Organic Avocado,Organic Raspberries,Organic Hass Avocado
1988,Super Soft Taco Flour Tortillas,Strawberries,Banana,NA,NA,NA
1989,Gluten Free Whole Grain Bread,Organic Unsweetened Almond Milk,Organic Hass Avocado,Organic Large Extra Fancy Fuji Apple,Half & Half,Organic Raspberries
1990,Vanilla Whey Protein Powder,Banana,Bag of Organic Bananas,NA,NA,NA
1991,Organic Hazelnut Spread,Bag of Organic Bananas,NA,NA,NA,NA
1992,Flax Plus Organic Pumpkin Flax Granola,Bag of Organic Bananas,Organic Hass Avocado,Banana,Organic Strawberries,Organic Baby Spinach
1993,Oats & Honey Granola,Banana,Organic Strawberries,Bag of Organic Bananas,NA,NA
1994,Pomegranate Seeds,Bag of Organic Bananas,Banana,NA,NA,NA
1995,Original Baked Whole Grain Wheat Crackers,Banana,NA,NA,NA,NA
1996,Maple Quinoa Cluster With Chia Seeds,Banana,Bag of Organic Bananas,NA,NA,NA
1997,Light & Fit Strawberry Non Fat Greek Yogurt,Banana,NA,NA,NA,NA
1998,Ground Chicken Breast,Bag of Organic Bananas,Banana,NA,NA,NA
1999,Challah Bread,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
2000,Vegan Chao Creamy Original Cheese Slices,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
2001,Original Black Box Tablewater Cracker,Organic Raspberries,Large Lemon,Limes,Organic Hass Avocado,Organic Strawberries
2002,Spreadable Butter with Canola Oil,Banana,NA,NA,NA,NA
2003,Flour Tortillas,Banana,NA,NA,NA,NA
2004,Cheddar Puffs,Bag of Organic Bananas,NA,NA,NA,NA
2005,Extra Sharp White Cheddar,Banana,Bag of Organic Bananas,NA,NA,NA
2006,Choose-A-Sheet Regular Roll Paper Towels,Banana,NA,NA,NA,NA
2007,Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free,Banana,Bag of Organic Bananas,NA,NA,NA
2008,Panda Puffs Peanut Butter Cereal,Organic Strawberries,Organic Hass Avocado,Bag of Organic Bananas,Banana,Organic Baby Spinach
2009,Baked Snack Crackers Original,Banana,NA,NA,NA,NA
2010,Classic White Bread,Organic Whole Milk,Banana,Bag of Organic Bananas,Organic Strawberries,NA
2011,Super Natural Organic Whole Milk,Bag of Organic Bananas,NA,NA,NA,NA
2012,Deluxe Everything Bagels,Banana,NA,NA,NA,NA
2013,Original Cherry Orchard Yogurt,Banana,NA,NA,NA,NA
2014,Strawberry Organic Kefir,Bag of Organic Bananas,Organic Strawberries,Banana,NA,NA
2015,Original BBQ Sauce,Banana,NA,NA,NA,NA
2016,Heart to Heart Honey Toasted Oat Cereal,Banana,Bag of Organic Bananas,Organic Avocado,Organic Strawberries,Organic Hass Avocado
2017,Lavender Hand Soap,Organic Raspberries,Organic Hass Avocado,Organic Avocado,Bag of Organic Bananas,Organic Strawberries
2018,Blueberry Blaze Trail Mix,Bag of Organic Bananas,Banana,NA,NA,NA
2019,Banana,Reduced Fat Milk 2%,Large Eggs,Organic Reduced Fat Milk,Whole Milk With Vitamin D,1% Low Fat Milk
2020,GOLEAN Crisp! Toasted Berry Crumble Cereal,Banana,NA,NA,NA,NA
2021,Original Flavor Macaroni & Cheese Dinner,Banana,NA,NA,NA,NA
2022,Carrot And Celery Sticks,Organic Strawberries,Banana,Bag of Organic Bananas,NA,NA
2023,Eggo Buttermilk Pancakes,Banana,NA,NA,NA,NA
2024,Frosted Flakes Cereal,Banana,NA,NA,NA,NA
2025,Original Wheat Thins,Banana,NA,NA,NA,NA
2026,Freshly Squeezed Orange Juice,Bag of Organic Bananas,Organic Strawberries,Organic Raspberries,Organic Avocado,Organic Hass Avocado
2027,Super Soft Flour Tortillas Fajita Size 20 ct,Banana,NA,NA,NA,NA
2028,Raspberry Cereal,Banana,NA,NA,NA,NA
2029,Harvest Cheddar Multigrain Chips,Banana,NA,NA,NA,NA
2030,"Crackers, Crispy, Cheddar",Bag of Organic Bananas,Banana,NA,NA,NA
2031,Authentic French Brioche,Organic Whole Milk,Bag of Organic Bananas,Organic Raspberries,Organic Hass Avocado,Organic Strawberries
2032,Lite Balsamic Dressing,Banana,NA,NA,NA,NA
2033,Organic Gluten Free Fusilli,Bag of Organic Bananas,Banana,NA,NA,NA
2034,Original Tofurky Deli Slices,Bag of Organic Bananas,NA,NA,NA,NA
2035,Nutz Over Chocolate,Banana,Bag of Organic Bananas,NA,NA,NA
2036,Organic Cream of Mushroom Condensed Soup,Bag of Organic Bananas,NA,NA,NA,NA
2037,Hickory Smoked Turkey Breast,Bag of Organic Bananas,Banana,NA,NA,NA
2038,Steamfresh Super Sweet Corn,Banana,NA,NA,NA,NA
2039,Annie's Bunny Fruit Snacks Variety,Bag of Organic Bananas,Banana,NA,NA,NA
2040,Zucchini Noodles,Bag of Organic Bananas,NA,NA,NA,NA
2041,Sweet Potato Fries with Salt,Banana,NA,NA,NA,NA
2042,Organic Mini Peeled Carrots,Banana,NA,NA,NA,NA
2043,Honey Wheat Enriched Bread,Banana,Bag of Organic Bananas,NA,NA,NA
2044,Roasted Seaweed Snacks,Bag of Organic Bananas,Banana,NA,NA,NA
2045,Baby Brussels Sprouts,Banana,NA,NA,NA,NA
2046,Penne Pasta,Banana,Strawberries,NA,NA,NA
2047,Mild Sliced Cheddar Cheese,Banana,Bag of Organic Bananas,NA,NA,NA
2048,Mini Seedless Cucumbers,Banana,Organic Whole Milk,Organic Strawberries,Organic Hass Avocado,Bag of Organic Bananas
2049,Cheese Finely Shredded Mexican Four Cheese Blend,Banana,NA,NA,NA,NA
2050,Organic Bagged Mini Dark Peanut Butter,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana,NA
2051,Cold-Pressed Organic Orange,Bag of Organic Bananas,NA,NA,NA,NA
2052,Prosciutto,Organic Hass Avocado,Banana,Organic Strawberries,Organic Baby Spinach,Bag of Organic Bananas
2053,Unsweetened Organic Coconut Milk Light,Bag of Organic Bananas,NA,NA,NA,NA
2054,Organic Flax Plus Multibran Flakes,Bag of Organic Bananas,Banana,NA,NA,NA
2055,Peach Mango Salsa,Banana,NA,NA,NA,NA
2056,Ginger Yuzu Scented Dish Soap,Bag of Organic Bananas,NA,NA,NA,NA
2057,Nacho Cheese Chips,Banana,NA,NA,NA,NA
2058,Light Sour Cream,Strawberries,Large Lemon,Banana,NA,NA
2059,Whole Grain Oat Cereal,Banana,NA,NA,NA,NA
2060,Multi Grain Crispbread,Banana,NA,NA,NA,NA
2061,Jalapeno Cilantro Salsa,Banana,NA,NA,NA,NA
2062,Dark with 70% Cacao Content Organic Chocolate Bar,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Organic Strawberries,Banana
2063,Organic Greek Plain Nonfat Yogurt,Bag of Organic Bananas,Organic Hass Avocado,Organic Raspberries,Organic Baby Spinach,Organic Strawberries
2064,Organic Strained Tomatoes,Bag of Organic Bananas,NA,NA,NA,NA
2065,Gluten Free Covered Pretzels Yogurt,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
2066,Black Seedless Grapes,Bag of Organic Bananas,Organic Strawberries,Banana,NA,NA
2067,Multigrain Tortilla Chips,Banana,Organic Avocado,Organic Strawberries,Limes,Organic Hass Avocado
2068,Traditional Plain Greek Yogurt,Organic Whole Milk,Banana,Limes,Large Lemon,Organic Avocado
2069,Baby Bok Choy,Organic Baby Spinach,Bag of Organic Bananas,Banana,NA,NA
2070,California Veggie Burger,Bag of Organic Bananas,Banana,NA,NA,NA
2071,Poppy Seed Dressing,Banana,NA,NA,NA,NA
2072,80% Lean Ground Beef,Banana,Organic Hass Avocado,Organic Baby Spinach,Organic Strawberries,Bag of Organic Bananas
2073,Organic Tomato Basil Soup,Banana,NA,NA,NA,NA
2074,Classic Mix Variety,Banana,NA,NA,NA,NA
2075,Organic Multigrain Bread,Bag of Organic Bananas,NA,NA,NA,NA
2076,Large Organic Omega3 Brown Eggs,Bag of Organic Bananas,Banana,NA,NA,NA
2077,Deluxe Plain Bagels,Banana,NA,NA,NA,NA
2078,Waffle Cut Sweet Potato Seasoned Fries,Banana,NA,NA,NA,NA
2079,"Deli Fresh Honey Ham, 97% Fat Free, Gluten Free",Banana,NA,NA,NA,NA
2080,1 Liter,Organic Hass Avocado,Bag of Organic Bananas,NA,NA,NA
2081,Velveeta Shells & Cheese Pasta,Banana,NA,NA,NA,NA
2082,Chicken Taquitos,Organic Hass Avocado,Organic Baby Spinach,Banana,Organic Strawberries,Bag of Organic Bananas
